id,class,tree,tier,type,steps,effect,visual,state
"bard_last_measure","bard","bard_requiem","10","active","strike","melee arc","shape: melee arc","visual"
"bard_struck_chord","bard","bard_requiem","4","active","hazard","zone","entity: ground zone","visual"
"bard_undertow","bard","bard_requiem","6","passive","(none)","passive","nothing","passive"
"bard_threnody","bard","bard_requiem","8","active","strike","melee arc","shape: melee arc","visual"
"bard_requiem_mass","bard","bard_requiem","10","active","hazard","zone","entity: ground zone","visual"
"mage_splinter","mage","mage_refraction","1","active","bolt","projectile","entity: projectile","visual"
"mage_flaw","mage","mage_refraction","2","passive","(none)","passive","nothing","passive"
"mage_provoke","mage","mage_refraction","4","active","bolt","projectile","entity: projectile","visual"
"mage_attractor","mage","mage_refraction","6","passive","(none)","passive","nothing","passive"
"mage_draw_fire","mage","mage_refraction","8","active","cone","melee arc","shape: melee arc","visual"
"mage_caustic","mage","mage_refraction","10","active","cone","melee arc","shape: melee arc","visual"
"mage_anneal","mage","mage_refraction","4","active","shield","buff (absorb)","nothing","invisible"
"mage_hardness","mage","mage_refraction","6","passive","(none)","passive","nothing","passive"
"mage_quench","mage","mage_refraction","8","active","strike","melee arc","shape: melee arc","visual"
"mage_adamant","mage","mage_refraction","10","active","ward","buff (absorb)","nothing","invisible"
"druid_rake","druid","druid_wildkin","1","active","strike","melee arc","shape: melee arc","visual"
"druid_kinship","druid","druid_wildkin","2","passive","(none)","passive","nothing","passive"
"druid_rend","druid","druid_wildkin","4","active","strike","melee arc","shape: melee arc","visual"
"druid_alpha_bond","druid","druid_wildkin","6","passive","(none)","passive","nothing","passive"
"druid_thunder_run","druid","druid_wildkin","8","active","cone","melee arc","shape: melee arc","visual"
"druid_apex","druid","druid_wildkin","10","active","strike","melee arc","shape: melee arc","visual"
"druid_thornwall","druid","druid_wildkin","4","active","hazard","zone","entity: ground zone","visual"
"druid_deep_roots","druid","druid_wildkin","6","passive","(none)","passive","nothing","passive"
"druid_stoneskin","druid","druid_wildkin","8","active","ward","buff (absorb)","nothing","invisible"
"druid_earthshaker","druid","druid_wildkin","10","active","cone","melee arc","shape: melee arc","visual"
"asn_dart","assassin","asn_range","1","active","bolt","projectile","entity: projectile","visual"
"asn_steady_hand","assassin","asn_range","2","passive","(none)","passive","nothing","passive"
"asn_pin","assassin","asn_range","4","active","bolt","projectile","entity: projectile","visual"
"asn_marksman","assassin","asn_range","6","passive","(none)","passive","nothing","passive"
"asn_volley","assassin","asn_range","8","active","bolt","projectile","entity: projectile","visual"
"asn_deadfall","assassin","asn_range","10","active","bolt","projectile","entity: projectile","visual"
"asn_cull","assassin","asn_range","4","active","bolt","projectile","entity: projectile","visual"
"asn_cold_eye","assassin","asn_range","6","passive","(none)","passive","nothing","passive"
"asn_ricochet","assassin","asn_range","8","active","bolt","projectile","entity: projectile","visual"
"asn_headhunter","assassin","asn_range","10","active","bolt","projectile","entity: projectile","visual"
"smith_tap","blacksmith","smith_anvil","1","active","strike","melee arc","shape: melee arc","visual"
"smith_patience","blacksmith","smith_anvil","2","passive","(none)","passive","nothing","passive"
"smith_cold_work","blacksmith","smith_anvil","4","active","strike","melee arc","shape: melee arc","visual"
"smith_hammer_hand","blacksmith","smith_anvil","6","passive","(none)","passive","nothing","passive"
"smith_swage","blacksmith","smith_anvil","8","active","cone","melee arc","shape: melee arc","visual"
"smith_proof","blacksmith","smith_anvil","10","active","strike","melee arc","shape: melee arc","visual"
"smith_quenching","blacksmith","smith_anvil","4","active","shield","buff (absorb)","nothing","invisible"
"smith_grain","blacksmith","smith_anvil","6","passive","(none)","passive","nothing","passive"
"smith_drawing_out","blacksmith","smith_anvil","8","active","strike","melee arc","shape: melee arc","visual"
"smith_forge_weld","blacksmith","smith_anvil","10","active","ward","buff (absorb)","nothing","invisible"
"wd_scattered_hex","witch_doctor","wd_swarm","1","active","bolt","projectile","entity: projectile","visual"
"wd_the_many","witch_doctor","wd_swarm","2","passive","(none)","passive","nothing","passive"
"wd_contagion","witch_doctor","wd_swarm","4","active","plague","damage-over-time","nothing","numbers-only"
"wd_virulence","witch_doctor","wd_swarm","6","passive","(none)","passive","nothing","passive"
"wd_miasma","witch_doctor","wd_swarm","8","active","hazard","zone","entity: ground zone","visual"
"wd_pandemic","witch_doctor","wd_swarm","10","active","plague","damage-over-time","nothing","numbers-only"
"wd_fetish","witch_doctor","wd_swarm","4","active","summon","summon","entity: minion body","visual"
"wd_spirit_hut","witch_doctor","wd_swarm","6","passive","(none)","passive","nothing","passive"
"wd_gravecall","witch_doctor","wd_swarm","8","active","summon","summon","entity: minion body","visual"
"wd_legion","witch_doctor","wd_swarm","10","active","summon","summon","entity: minion body","visual"
"monk_open_hand","monk","monk_empty_hand","1","active","strike","melee arc","shape: melee arc","visual"
"monk_stillness","monk","monk_empty_hand","2","passive","(none)","passive","nothing","passive"
"monk_formless","monk","monk_empty_hand","4","active","strike","melee arc","shape: melee arc","visual"
"monk_hollow","monk","monk_empty_hand","6","passive","(none)","passive","nothing","passive"
"monk_falling_water","monk","monk_empty_hand","8","active","cone","melee arc","shape: melee arc","visual"
"monk_nothing_held","monk","monk_empty_hand","10","active","strike","melee arc","shape: melee arc","visual"
"monk_gathering","monk","monk_empty_hand","4","active","heal","buff (heal)","damage number only","numbers-only"
"monk_the_well","monk","monk_empty_hand","6","passive","(none)","passive","nothing","passive"
"monk_river_turns","monk","monk_empty_hand","8","active","shield","buff (absorb)","nothing","invisible"
"monk_one_breath","monk","monk_empty_hand","10","active","ward","buff (absorb)","nothing","invisible"
"wiz_fray","wizard","wizard_dissonance","1","active","bolt","projectile","entity: projectile","visual"
"wiz_discord","wizard","wizard_dissonance","2","passive","(none)","passive","nothing","passive"
"wiz_iron_word","wizard","wizard_dissonance","4","active","strike","melee arc","shape: melee arc","visual"
"wiz_polyglot","wizard","wizard_dissonance","6","passive","(none)","passive","nothing","passive"
"wiz_murmur","wizard","wizard_dissonance","8","active","bolt","projectile","entity: projectile","visual"
"wiz_chorus","wizard","wizard_dissonance","10","active","cone","melee arc","shape: melee arc","visual"
"wiz_recoil","wizard","wizard_dissonance","4","active","hazard","zone","entity: ground zone","visual"
"wiz_tempered","wizard","wizard_dissonance","6","passive","(none)","passive","nothing","passive"
"wiz_bulwark","wizard","wizard_dissonance","8","active","shield","buff (absorb)","nothing","invisible"
"wiz_reversal","wizard","wizard_dissonance","10","active","ward","buff (absorb)","nothing","invisible"
"necro_bone_shard","necromancer","necro_summons","1","active","bolt","projectile","entity: projectile","visual"
"necro_raise_skeleton","necromancer","necro_summons","2","active","summon","summon","entity: minion body","visual"
"necro_gravechill","necromancer","necro_summons","4","active","hazard","zone","entity: ground zone","visual"
"necro_soul_harvest","necromancer","necro_summons","4","active","summon","summon","entity: minion body","visual"
"necro_bone_plate","necromancer","necro_summons","6","passive","(none)","passive","nothing","passive"
"necro_grave_bolt","necromancer","necro_summons","8","active","bolt","projectile","entity: projectile","visual"
"necro_charnel_pact","necromancer","necro_summons","10","active","cone","melee arc","shape: melee arc","visual"
"necro_bone_golem","necromancer","necro_summons","6","active","summon","summon","entity: minion body","visual"
"necro_dread_howl","necromancer","necro_summons","8","active","cone","melee arc","shape: melee arc","visual"
"necro_army_of_the_dead","necromancer","necro_summons","10","active","summon+cone","summon+melee arc","entity: minion body + shape: melee arc","visual"
"druid_thorn_lash","druid","druid_beasts","1","active","strike","melee arc","shape: melee arc","visual"
"druid_call_wolf","druid","druid_beasts","2","active","summon","summon","entity: minion body","visual"
"druid_bramble","druid","druid_beasts","4","active","hazard","zone","entity: ground zone","visual"
"druid_pack_bond","druid","druid_beasts","8","passive","(none)","passive","nothing","passive"
"druid_call_bear","druid","druid_beasts","4","active","summon","summon","entity: minion body","visual"
"druid_maul","druid","druid_beasts","6","active","strike","melee arc","shape: melee arc","visual"
"druid_rejuvenate","druid","druid_beasts","8","active","heal","buff (heal)","damage number only","numbers-only"
"druid_call_hawk","druid","druid_beasts","6","active","summon","summon","entity: minion body","visual"
"druid_stampede","druid","druid_beasts","10","active","line","beam","shape: beam flash","visual"
"druid_wild_synergy","druid","druid_beasts","10","active","cone","melee arc","shape: melee arc","visual"
"dru_cutting_back","druid","druid_restoration","1","active","strike","melee arc","shape: melee arc","visual"
"dru_tending","druid","druid_restoration","2","passive","(none)","passive","nothing","passive"
"dru_thorn","druid","druid_restoration","4","active","strike","melee arc","shape: melee arc","visual"
"dru_grovekeeper","druid","druid_restoration","6","passive","(none)","passive","nothing","passive"
"dru_bark_shield","druid","druid_restoration","8","active","cone","melee arc","shape: melee arc","visual"
"dru_thornbark","druid","druid_restoration","10","active","strike","melee arc","shape: melee arc","visual"
"dru_husk","druid","druid_restoration","4","active","shield","buff (absorb)","nothing","invisible"
"dru_hidebind","druid","druid_restoration","6","passive","(none)","passive","nothing","passive"
"dru_gore","druid","druid_restoration","8","active","strike","melee arc","shape: melee arc","visual"
"dru_bramblehide","druid","druid_restoration","10","active","ward","buff (absorb)","nothing","invisible"
